problem_id,skill
188176,Multiplication and Division Positive Decimals
87365,Proportion
114244,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
400678,Polynomial Factors
359736,Equivalent Fractions
75542,Circumference 
400908,Polynomial Factors
127221,Volume Cylinder
613375,Calculations with Similar Figures
600820,Interpreting Coordinate Graphs 
335364,Addition and Subtraction Positive Decimals
634000,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
468401,Point Plotting
12414,Finding Percents
609320,Equation Solving Two or Fewer Steps
421094,Prime Factor
527936,Order of Operations All
402132,Multiplication Fractions
408149,Addition and Subtraction Positive Decimals
525501,Equivalent Fractions
75559,Circumference 
289548,Box and Whisker
605684,Addition and Subtraction Fractions
129533,Finding Slope From Equation
419052,Addition and Subtraction Fractions
526319,Pythagorean Theorem
39660,Graph Shape
419111,Addition and Subtraction Fractions
85706,Ordering Positive Decimals
513392,Scientific Notation
89851,Addition and Subtraction Integers
668718,Properties and Classification Prism
423193,Equivalent Fractions
126297,Surface Area Cylinder
161317,Midpoint
172016,Circumference 
71473,Calculations with Similar Figures
123278,Unit Conversion Within a System
172006,Circumference 
190287,Unit Rate
170332,Quadratic Formula to Solve Quadratic Equation
122730,Unit Conversion Within a System
93696,Counting Methods
185515,Square Root
108873,Probability of a Single Event
127435,Surface Area Rectangular Prism
94903,Percent Of
127572,Surface Area Rectangular Prism
406286,Solving Systems of Linear Equations by Graphing
403426,Proportion
409309,Addition and Subtraction Fractions
123449,Unit Conversion Within a System
186828,Area Parallelogram
65629,Ordering Fractions
114133,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
66285,Ordering Fractions
98671,Probability of a Single Event
160476,Polynomial Factors
512992,Exponents
196208,Percent Increase or Decrease
89412,Area Circle
401327,Square Root
172632,Area Triangle
55296,Solving for a variable
108038,Equation Solving More Than Two Steps
525310,Exponents
430388,Write Linear Equation from Situation
513117,Mean
405358,Multiplying non Monomial Polynomials
110,Square Root
370609,Prime Factor
524460,Distributive Property
417331,Addition and Subtraction Fractions
124509,Unit Conversion Within a System
433871,Conversion of Fraction Decimals Percents
661594,Interior Angles Triangle
526532,Interpreting Coordinate Graphs 
668021,Perimeter of a Polygon
171655,Perimeter of a Polygon
477321,Exponents
355382,Equivalent Fractions
672515,Area Triangle
702839,Simplifying Expressions positive exponents
575189,Conversion of Fraction Decimals Percents
668008,"Angles - Obtuse, Acute, and Right"
367311,Greatest Common Factor
53314,Ordering Integers
365469,Percent Increase or Decrease
417578,Addition and Subtraction Fractions
670266,Complementary and Supplementary Angles
417659,Addition and Subtraction Fractions
658682,Division Fractions
171391,Area Trapezoid
433127,Multiplication Whole Numbers
185499,Square Root
128079,Volume Prism
673035,Surface Area of Prism
137602,Interior Angles Figures with More than 3 Sides
123464,Unit Conversion Within a System
124142,Unit Conversion Within a System
125665,Substitution
673283,Area Irregular Figure
186367,Subtraction Whole Numbers
126884,Volume Rectangular Prism
53796,Addition and Subtraction Fractions
71411,Calculations with Similar Figures
644884,Solving Inequalities
366266,Prime Number
246915,Least Common Multiple
221991,Percent Of
125484,Unit Conversion Standard to Metric
219453,Multiplying non Monomial Polynomials
527223,Point Plotting
696289,Factoring Polynomials Standard
95013,Calculations with Similar Figures
186497,Subtraction Whole Numbers
668313,Point Plotting
94670,Equation Solving Two or Fewer Steps
110198,Range
434034,Conversion of Fraction Decimals Percents
481777,Equation Solving Two or Fewer Steps
223503,Composition of Function Adding
107826,Equation Solving Two or Fewer Steps
187187,Distributive Property
425691,Multiplication and Division Positive Decimals
108276,Equation Solving More Than Two Steps
124188,Unit Conversion Within a System
163428,Equation Solving More Than Two Steps
707503,Equation Solving Two or Fewer Steps
137631,Interior Angles Figures with More than 3 Sides
130121,Volume Cone
171987,Circumference 
513536,Properties and Classification Triangles
90320,Multiplication and Division Integers
667973,"Angles - Obtuse, Acute, and Right"
372541,Equivalent Fractions
89636,Square Root
524008,Multiplication and Division Integers
522939,Multiplication Fractions
188146,Multiplication and Division Positive Decimals
702682,Simplifying Expressions positive exponents
171240,Area Parallelogram
668302,Point Plotting
137223,Finding y-intercept from Linear Equation
1008,Graph Shape
702753,Simplifying Expressions positive exponents
91643,Volume Cylinder
552792,Multiplication and Division Positive Decimals
518617,Division Whole Numbers
14849,Range
128100,Volume Prism
257033,Median
188088,Multiplication and Division Positive Decimals
417809,Addition and Subtraction Fractions
140468,Pythagorean Theorem
188632,Exponents
188893,Scientific Notation
408599,Equation Solving More Than Two Steps
400693,Polynomial Factors
9657,Square Root
114271,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
85868,Conversion of Fraction Decimals Percents
536183,Finding Slope from Ordered Pairs
604624,Rounding
170141,Quadratic Formula to Solve Quadratic Equation
129610,Finding Slope From Equation
606891,Ordering Fractions
200805,Solving Systems of Linear Equations
257679,Properties and Classification Rectangular Prisms
148909,Finding Slope from Ordered Pairs
401192,Square Root
531385,"Order of Operations +,-,/,* () positive reals"
417386,Addition and Subtraction Fractions
524514,Estimation
127542,Surface Area Rectangular Prism
451642,Proportion
631875,Area Triangle
171364,Area Trapezoid
537473,Picking Equation and Inequality from Choices
123168,Unit Conversion Within a System
531517,Unit Rate
372325,Equivalent Fractions
417616,Addition and Subtraction Fractions
94892,Percent Of
247952,Mean
433876,Conversion of Fraction Decimals Percents
304982,Addition and Subtraction Positive Decimals
522205,Prime Factor
66590,Ordering Integers
403760,Exponents
418749,Addition and Subtraction Fractions
57275,Solving for a variable
401224,Square Root
254845,Addition and Subtraction Positive Decimals
89384,Area Circle
58796,Exponents
407088,Conversion of Fraction Decimals Percents
91148,Median
126457,Surface Area Rectangular Prism
169733,Area Rectangle
539883,Proportion
264861,Properties and Classification Quadrilaterals
90077,Multiplication and Division Integers
87970,Equation Solving Two or Fewer Steps
248657,Combining Like Terms
170840,Area Irregular Figure
503757,Ordering Whole Numbers
529064,Conversion of Fraction Decimals Percents
107725,Equation Solving Two or Fewer Steps
450674,Proportion
578043,Interior Angles Figures with More than 3 Sides
128139,Volume Prism
660203,Unit Rate
171511,Area Trapezoid
256929,Median
201734,Write Linear Equation from Slope and y-intercept
511028,Multiplication Division by Powers of 10
72981,Unit Conversion Within a System
478561,Percent Of
334913,Conversion of Fraction Decimals Percents
87312,Proportion
87908,Equation Solving Two or Fewer Steps
94982,Calculations with Similar Figures
525727,Ordering Real Numbers
148858,Finding Slope from Ordered Pairs
126608,Surface Area Rectangular Prism
522838,Addition and Subtraction Integers
406318,Solving Systems of Linear Equations by Graphing
66449,Ordering Positive Decimals
137619,Interior Angles Figures with More than 3 Sides
402099,Multiplication Fractions
521746,Multiplication and Division Integers
172461,Area Parallelogram
652510,Addition and Subtraction Integers
122870,Unit Conversion Within a System
125697,Substitution
610754,Surface Area Rectangular Prism
172561,Area Triangle
45563,Finding Ratios
661398,Complementary and Supplementary Angles
602037,Equation Solving Two or Fewer Steps
57602,Venn Diagram
171989,Circumference 
91346,Area Rectangle
190311,Unit Rate
87729,Unit Conversion Within a System
89578,Circumference 
171366,Area Trapezoid
403237,Multiplication and Division Positive Decimals
531480,Distributive Property
172528,Area Parallelogram
418308,Addition and Subtraction Fractions
125405,Unit Conversion Standard to Metric
257165,Median
248682,Combining Like Terms
254248,Interior Angles Triangle
88559,Multiplication and Division Positive Decimals
397658,Equivalent Fractions
172466,Area Parallelogram
187166,Distributive Property
127576,Surface Area Rectangular Prism
89898,Addition and Subtraction Integers
87993,Equation Solving Two or Fewer Steps
122735,Unit Conversion Within a System
405971,Percent Increase or Decrease
661431,Complementary and Supplementary Angles
172362,Area Circle
401226,Square Root
90215,Surface Area Rectangular Prism
504882,Solving for a variable
87888,Equation Solving Two or Fewer Steps
86666,Addition and Subtraction Fractions
662058,Circumference 
504729,Associative Property
673013,Surface Area Cylinder
232290,Making a Table from an Equation
408868,Rounding
660167,Unit Rate
137608,Interior Angles Figures with More than 3 Sides
486232,Addition and Subtraction Integers
418742,Addition and Subtraction Fractions
87477,Equation Solving Two or Fewer Steps
171793,Perimeter of a Polygon
125146,Unit Conversion Standard to Metric
201084,Solving Systems of Linear Equations
398091,Conversion of Fraction Decimals Percents
398424,Multiplication Fractions
124306,Unit Conversion Within a System
460741,Unit Rate
652338,Addition and Subtraction Integers
403294,Multiplication and Division Positive Decimals
72562,Calculations with Similar Figures
88955,Congruence
86491,Calculations with Similar Figures
93766,Probability of Two Distinct Events
128066,Volume Prism
703130,Simplifying Expressions positive exponents
87955,Equation Solving Two or Fewer Steps
76230,Area Trapezoid
172025,Circumference 
223459,Composition of Function Adding
154953,Pythagorean Theorem
434054,Conversion of Fraction Decimals Percents
185510,Square Root
335271,Percent Of
419564,Addition and Subtraction Fractions
445328,Multiplying non Monomial Polynomials
255898,Solving for a variable
652645,Multiplication and Division Integers
255852,Solving for a variable
114084,Point Plotting
658387,Division Fractions
162160,Recognize Quadratic Pattern
408802,Rounding
171767,Perimeter of a Polygon
55282,Solving for a variable
419682,Addition and Subtraction Fractions
503612,Multiplication Fractions
472116,Write Linear Equation from Situation
260141,Properties and Classification Circle
354847,Mode
401193,Square Root
54035,Addition and Subtraction Positive Decimals
419619,Addition and Subtraction Fractions
172507,Area Parallelogram
409889,Addition and Subtraction Fractions
528647,Equivalent Fractions
408630,Equation Solving More Than Two Steps
55154,Solving for a variable
88239,Exponents
555542,Volume Rectangular Prism
658709,Division Fractions
373606,Rounding
163287,Equation Solving More Than Two Steps
427018,Multiplication and Division Positive Decimals
75696,Area Circle
89620,Square Root
418580,Addition and Subtraction Fractions
161828,Distributive Property
514371,Least Common Multiple
186657,Addition and Subtraction Fractions
398105,Conversion of Fraction Decimals Percents
163454,Equation Solving More Than Two Steps
419610,Addition and Subtraction Fractions
171889,Circumference 
187201,Distributive Property
93694,Counting Methods
442971,Ordering Positive Decimals
406322,Solving Systems of Linear Equations by Graphing
383781,Surface Area Cylinder
585599,Equation Solving Two or Fewer Steps
418520,Addition and Subtraction Fractions
139954,Complementary and Supplementary Angles
702549,Simplifying Expressions positive exponents
